,Year,Month,ADT
183,2012,4,-0.018765032
184,2012,5,-0.015860438
185,2012,6,-0.01720357
186,2012,7,-0.021769226
187,2012,8,-0.02634108
188,2012,9,-0.016904056
189,2012,10,-0.011716306
190,2012,11,-0.00546062
191,2012,12,-0.0057344437
192,2013,1,-0.010467172
193,2013,2,-0.009533346
194,2013,3,-0.015890896
195,2013,4,-0.0147295
196,2013,5,-0.014388502
197,2013,6,-0.016620338
198,2013,7,-0.02619183
199,2013,8,-0.020404875
200,2013,9,-0.010508001
201,2013,10,-0.011841536
202,2013,11,-0.019182265
203,2013,12,-0.017925918
204,2014,1,-0.005523026
205,2014,2,0.0049021244
206,2014,3,0.026753604
207,2014,4,0.025047958
208,2014,5,0.017474234
209,2014,6,0.023988247
210,2014,7,0.028541565
211,2014,8,0.035190642
212,2014,9,0.037863076
213,2014,10,0.04438454
214,2014,11,0.0382846
215,2014,12,0.057234704
216,2015,1,0.067516685
217,2015,2,0.07613647
218,2015,3,0.08154631
219,2015,4,0.07422173
220,2015,5,0.064338565
221,2015,6,0.06292689
222,2015,7,0.061528385
223,2015,8,0.06139183
224,2015,9,0.06842166
225,2015,10,0.07217252
226,2015,11,0.072321355
227,2015,12,0.06656343
228,2016,1,0.06294626
229,2016,2,0.08053398
230,2016,3,0.0781824
231,2016,4,0.06734067
232,2016,5,0.058862865
233,2016,6,0.058265567
234,2016,7,0.046379685
235,2016,8,0.03802377
236,2016,9,0.03675717
237,2016,10,0.035555243
238,2016,11,0.04420978
239,2016,12,0.0282228
240,2017,1,0.01743728
241,2017,2,0.007649541
242,2017,3,0.006925881
243,2017,4,0.016961098
244,2017,5,0.011138916
245,2017,6,0.010604501
246,2017,7,0.014850378
247,2017,8,0.019913077
248,2017,9,0.013188958
249,2017,10,0.013741136
250,2017,11,0.018793166
251,2017,12,0.026852846
252,2018,1,0.02447021
253,2018,2,0.008509159
254,2018,3,0.0033509135
255,2018,4,0.018658936
256,2018,5,0.020825148
257,2018,6,0.02189058
258,2018,7,0.015327573
259,2018,8,0.022543132
260,2018,9,0.01834184
261,2018,10,0.022595108
262,2018,11,0.022107363
263,2018,12,0.026781857
264,2019,1,0.035051882
