,Year,Month,SST
159,1995,3,-0.197011
160,1995,4,-0.38741684
161,1995,5,-0.51422405
162,1995,6,-0.63168526
163,1995,7,-0.4540081
164,1995,8,-0.44751358
165,1995,9,-0.41784286
166,1995,10,-0.2367096
167,1995,11,-0.06628609
168,1995,12,0.19491386
169,1996,1,0.22834492
170,1996,2,0.12592411
171,1996,3,0.077674866
172,1996,4,0.10996628
173,1996,5,0.083436966
174,1996,6,0.12776184
175,1996,7,0.22162819
176,1996,8,0.18385124
177,1996,9,-0.059316635
178,1996,10,-0.018180847
179,1996,11,-0.23973083
180,1996,12,-0.03402424
181,1997,1,-0.23751736
182,1997,2,0.16010284
183,1997,3,0.21760845
184,1997,4,0.05925083
185,1997,5,-0.059866905
186,1997,6,-0.020246506
187,1997,7,0.23208427
188,1997,8,0.2074318
189,1997,9,0.15094566
190,1997,10,-0.20633888
191,1997,11,-0.29813194
192,1997,12,-0.5255165
193,1998,1,-0.4910717
194,1998,2,-0.639966
195,1998,3,-0.4923315
196,1998,4,-0.39580345
197,1998,5,-0.5011835
198,1998,6,-0.23992348
199,1998,7,-0.26888084
200,1998,8,-0.55713654
201,1998,9,-0.6131172
202,1998,10,-0.11419487
203,1998,11,-0.05820656
204,1998,12,-0.23469639
205,1999,1,-0.022626877
206,1999,2,-0.044976234
207,1999,3,-0.18647385
208,1999,4,-0.1744852
209,1999,5,-0.049126625
210,1999,6,-0.1055851
211,1999,7,-0.50879097
212,1999,8,-0.28799057
213,1999,9,-0.44238472
214,1999,10,-0.10738754
215,1999,11,-0.2618351
216,1999,12,-0.04390526
217,2000,1,0.184021
218,2000,2,0.06789589
219,2000,3,0.04439354
220,2000,4,-0.0050344467
221,2000,5,0.08860397
222,2000,6,-0.11066818
223,2000,7,-0.06339455
224,2000,8,0.17511559
225,2000,9,0.24206924
226,2000,10,0.19830704
227,2000,11,0.11869621
228,2000,12,0.07757759
229,2001,1,-0.090518
230,2001,2,-0.067863464
231,2001,3,-0.04407406
232,2001,4,-0.015527725
233,2001,5,0.038565636
234,2001,6,0.08566666
235,2001,7,0.32113647
236,2001,8,0.0955677
237,2001,9,0.010276794
238,2001,10,-0.02073288
239,2001,11,-0.27793503
240,2001,12,-0.13968754
241,2002,1,-0.4404621
242,2002,2,-0.2192812
243,2002,3,-0.19894505
244,2002,4,-0.10348129
245,2002,5,0.12868977
246,2002,6,0.13086128
247,2002,7,0.018722534
248,2002,8,0.133955
249,2002,9,0.0464077
250,2002,10,0.10769272
251,2002,11,-0.14890671
252,2002,12,-0.38327217
253,2003,1,-0.7646532
254,2003,2,-0.53727436
255,2003,3,-0.295125
256,2003,4,-0.27011013
257,2003,5,-0.21656132
258,2003,6,-0.0874939
259,2003,7,-0.193676
260,2003,8,-0.22885513
261,2003,9,0.18876648
262,2003,10,-0.057222366
263,2003,11,0.022733688
264,2003,12,-0.22123909
265,2004,1,-0.026213646
266,2004,2,0.06370926
267,2004,3,0.14945126
268,2004,4,0.12542439
269,2004,5,0.11523342
270,2004,6,-0.014505386
271,2004,7,0.43008804
272,2004,8,0.7263851
273,2004,9,0.88715935
274,2004,10,0.60876846
275,2004,11,0.49889946
276,2004,12,0.474679
277,2005,1,0.32833004
278,2005,2,0.36281013
279,2005,3,0.20569897
280,2005,4,0.17580128
281,2005,5,0.35862637
282,2005,6,0.49092674
283,2005,7,0.4658413
284,2005,8,0.3646984
285,2005,9,0.46654892
286,2005,10,0.38864136
287,2005,11,0.3082447
288,2005,12,0.29447842
289,2006,1,0.08490181
290,2006,2,0.10156345
291,2006,3,0.0736475
292,2006,4,0.13614368
293,2006,5,-0.08742809
294,2006,6,-0.06951904
295,2006,7,-0.10305214
296,2006,8,-0.26329422
297,2006,9,-0.093818665
298,2006,10,0.11171532
299,2006,11,-0.0014095306
300,2006,12,-0.19424057
301,2007,1,-0.24020195
302,2007,2,-0.21469784
303,2007,3,0.009800911
304,2007,4,-0.09113026
305,2007,5,-0.099515915
306,2007,6,-0.20099068
307,2007,7,-0.28945732
308,2007,8,-0.10588074
309,2007,9,0.007165909
310,2007,10,0.17910957
311,2007,11,0.07395744
312,2007,12,0.08001232
313,2008,1,0.10740757
314,2008,2,0.20175076
315,2008,3,0.16052914
316,2008,4,0.23641777
317,2008,5,0.20258904
318,2008,6,0.26434135
319,2008,7,0.18863487
320,2008,8,-0.058483124
321,2008,9,-0.23621559
322,2008,10,-0.004880905
323,2008,11,-0.0070648193
324,2008,12,0.14547443
325,2009,1,0.4190693
326,2009,2,0.31016922
327,2009,3,0.34106922
328,2009,4,0.40569878
329,2009,5,0.25562763
330,2009,6,0.46400452
331,2009,7,0.46759796
332,2009,8,0.15732956
333,2009,9,-0.40880966
334,2009,10,-0.361166
335,2009,11,-0.4292431
336,2009,12,-0.42230225
337,2010,1,-0.3650999
338,2010,2,-0.34292316
339,2010,3,-0.48525047
340,2010,4,-0.45519447
341,2010,5,-0.2097435
342,2010,6,-0.14564705
343,2010,7,-0.036697388
344,2010,8,-0.007144928
345,2010,9,0.18779755
346,2010,10,-0.38014603
347,2010,11,-0.41472626
348,2010,12,-0.1614132
349,2011,1,0.06905174
350,2011,2,0.15637398
351,2011,3,0.1563921
352,2011,4,0.21357441
353,2011,5,0.4259987
354,2011,6,0.32385635
355,2011,7,0.47381783
356,2011,8,0.491848
357,2011,9,0.025306702
358,2011,10,-0.18035889
359,2011,11,0.2441082
360,2011,12,0.52215195
361,2012,1,0.48326302
362,2012,2,0.44129467
363,2012,3,0.29380608
364,2012,4,-0.012434006
365,2012,5,0.1533022
366,2012,6,0.07973099
367,2012,7,-0.038513184
368,2012,8,-0.09726143
369,2012,9,-0.10997391
370,2012,10,-0.21936226
371,2012,11,-0.009332657
372,2012,12,0.16511726
373,2013,1,0.067453384
374,2013,2,0.25702763
375,2013,3,0.26570988
376,2013,4,0.4316473
377,2013,5,0.60181046
378,2013,6,0.5911827
379,2013,7,0.87833977
380,2013,8,0.7553768
381,2013,9,0.4446869
382,2013,10,0.30703545
383,2013,11,0.533226
384,2013,12,0.76931477
385,2014,1,0.9471359
386,2014,2,0.7007208
387,2014,3,0.44085217
388,2014,4,0.510396
389,2014,5,0.554204
390,2014,6,0.8271427
391,2014,7,0.68816185
392,2014,8,0.864933
393,2014,9,1.0336227
394,2014,10,0.7102909
395,2014,11,0.19054794
396,2014,12,0.04769039
397,2015,1,0.24959278
398,2015,2,0.2576933
399,2015,3,0.28238487
400,2015,4,0.41971588
401,2015,5,0.44208336
402,2015,6,0.67103004
403,2015,7,0.71471024
404,2015,8,0.8910198
405,2015,9,0.75078773
406,2015,10,0.70480347
407,2015,11,0.6761265
408,2015,12,0.5520983
409,2016,1,0.16709805
410,2016,2,0.07464981
411,2016,3,-0.30415154
412,2016,4,-0.1991005
413,2016,5,-0.065615654
414,2016,6,0.14901924
415,2016,7,0.36573982
416,2016,8,0.3021202
417,2016,9,0.57593536
418,2016,10,0.43198967
419,2016,11,-0.32542992
420,2016,12,-0.11105919
421,2017,1,0.09645748
422,2017,2,-0.0028209686
423,2017,3,0.16901779
424,2017,4,0.2413292
425,2017,5,0.12931919
426,2017,6,0.18120193
427,2017,7,0.3897133
428,2017,8,0.25811768
429,2017,9,0.20566368
430,2017,10,0.12847519
431,2017,11,0.3297367
432,2017,12,0.11466122
433,2018,1,0.12928963
434,2018,2,0.34887314
435,2018,3,0.39423275
436,2018,4,0.23472977
437,2018,5,0.090206146
438,2018,6,0.23153877
439,2018,7,0.064899445
440,2018,8,-0.096092224
441,2018,9,0.23888016
442,2018,10,0.4921379
443,2018,11,0.66526604
444,2018,12,0.3701086
445,2019,1,0.39725685
446,2019,2,0.3628378
447,2019,3,0.24590778
448,2019,4,0.33316517
449,2019,5,0.4025383
450,2019,6,0.49437523
451,2019,7,0.82333755
452,2019,8,1.3403969
