,Year,Month,SST
171,1996,3,-0.56596947
172,1996,4,-0.9855213
173,1996,5,-1.0806131
174,1996,6,-0.74865246
175,1996,7,-1.7935314
176,1996,8,-0.70181084
177,1996,9,-0.08782005
178,1996,10,-0.13771057
179,1996,11,-0.46933556
180,1996,12,-0.3730831
181,1997,1,0.2768674
182,1997,2,0.27159452
183,1997,3,0.32373333
184,1997,4,0.19144917
185,1997,5,-0.22664261
186,1997,6,-0.36176014
187,1997,7,0.08587265
188,1997,8,-0.32125854
189,1997,9,-0.25813103
190,1997,10,-0.6620922
191,1997,11,-0.25032043
192,1997,12,0.28545952
193,1998,1,0.06309366
194,1998,2,0.087488174
195,1998,3,0.4467969
196,1998,4,1.3239121
197,1998,5,1.6105566
198,1998,6,0.80428314
199,1998,7,0.83164215
200,1998,8,-0.3853054
201,1998,9,0.6953449
202,1998,10,0.9503174
203,1998,11,0.8653803
204,1998,12,0.4441824
205,1999,1,0.21989012
206,1999,2,0.15601921
207,1999,3,0.15018606
208,1999,4,0.05094385
209,1999,5,0.19468594
210,1999,6,0.5300312
211,1999,7,0.35762405
212,1999,8,0.31444168
213,1999,9,0.77051926
214,1999,10,0.37356567
215,1999,11,0.7381792
216,1999,12,0.59192944
217,2000,1,0.73803806
218,2000,2,0.3382125
219,2000,3,-0.06986809
220,2000,4,-0.61939144
221,2000,5,-0.053336143
222,2000,6,0.14708614
223,2000,7,1.0717201
224,2000,8,1.1848907
225,2000,9,0.69179344
226,2000,10,0.7936554
227,2000,11,0.5265999
228,2000,12,0.1959486
229,2001,1,-0.38309765
230,2001,2,-0.13255358
231,2001,3,-0.15343761
232,2001,4,0.22576332
233,2001,5,0.308753
234,2001,6,0.4895029
235,2001,7,0.81212807
236,2001,8,1.0519428
237,2001,9,0.54081345
238,2001,10,0.26904297
239,2001,11,0.40406036
240,2001,12,0.1119318
241,2002,1,0.069532394
242,2002,2,0.53029394
243,2002,3,0.7285881
244,2002,4,0.60989237
245,2002,5,0.9202509
246,2002,6,0.6671486
247,2002,7,0.061071396
248,2002,8,-1.0378151
249,2002,9,-0.50055504
250,2002,10,0.159441
251,2002,11,-0.9730196
252,2002,12,-0.490839
253,2003,1,-0.25312138
254,2003,2,0.08175039
255,2003,3,0.15557861
256,2003,4,0.36043978
257,2003,5,0.72900677
258,2003,6,0.78139114
259,2003,7,-0.6113739
260,2003,8,-1.188364
261,2003,9,-0.63609123
262,2003,10,0.047071457
263,2003,11,0.5635891
264,2003,12,0.739542
265,2004,1,0.55776167
266,2004,2,0.69388056
267,2004,3,0.14285755
268,2004,4,0.24064016
269,2004,5,0.23800182
270,2004,6,0.7251482
271,2004,7,0.6336899
272,2004,8,-0.060819626
273,2004,9,-0.4859562
274,2004,10,0.29694557
275,2004,11,0.9562025
276,2004,12,1.1676645
277,2005,1,0.73808813
278,2005,2,0.1436305
279,2005,3,-0.053686142
280,2005,4,0.05247116
281,2005,5,-0.41491508
282,2005,6,0.8228874
283,2005,7,0.51189995
284,2005,8,0.7293911
285,2005,9,0.10408783
286,2005,10,0.77734756
287,2005,11,0.43102074
288,2005,12,-0.7924795
289,2006,1,-0.8059602
290,2006,2,-0.6131182
291,2006,3,-0.2350483
292,2006,4,-0.9673219
293,2006,5,-0.67555046
294,2006,6,-0.33625317
295,2006,7,-0.39546394
296,2006,8,1.4039192
297,2006,9,0.51906204
298,2006,10,0.26333046
299,2006,11,0.11570549
300,2006,12,0.038431168
301,2007,1,0.25258255
302,2007,2,0.2959833
303,2007,3,-0.32894564
304,2007,4,0.025161743
305,2007,5,-0.003370285
306,2007,6,0.43135166
307,2007,7,-0.37723923
308,2007,8,0.1406231
309,2007,9,0.90860367
310,2007,10,0.849617
311,2007,11,0.049388885
312,2007,12,0.5301647
313,2008,1,0.5815182
314,2008,2,0.15357971
315,2008,3,-0.011521816
316,2008,4,0.71882296
317,2008,5,0.5556469
318,2008,6,0.3188734
319,2008,7,0.7028408
320,2008,8,0.64004517
321,2008,9,0.47919273
322,2008,10,0.29950714
323,2008,11,0.39769363
324,2008,12,0.3073101
325,2009,1,0.3789277
326,2009,2,1.0727496
327,2009,3,0.6271901
328,2009,4,0.5622115
329,2009,5,0.3875723
330,2009,6,-0.3005514
331,2009,7,-1.0207024
332,2009,8,-1.3076324
333,2009,9,-0.87586594
334,2009,10,0.30272102
335,2009,11,0.8688936
336,2009,12,0.95346165
337,2010,1,0.23410082
338,2010,2,0.53568363
339,2010,3,0.13507938
340,2010,4,-0.34018517
341,2010,5,-0.6659012
342,2010,6,0.92279243
343,2010,7,1.3962593
344,2010,8,1.5443058
345,2010,9,1.775629
346,2010,10,1.0690746
347,2010,11,0.75791645
348,2010,12,0.724844
349,2011,1,0.032050133
350,2011,2,0.11372805
351,2011,3,-0.033080578
352,2011,4,-0.21945953
353,2011,5,-1.1068058
354,2011,6,-0.50524616
355,2011,7,0.09127617
356,2011,8,0.21431923
357,2011,9,0.3478546
358,2011,10,-0.23994637
359,2011,11,0.83714485
360,2011,12,0.41053295
361,2012,1,-0.1628561
362,2012,2,-0.41423607
363,2012,3,-0.33449507
364,2012,4,-0.4684472
365,2012,5,0.49123287
366,2012,6,0.815773
367,2012,7,0.47418404
368,2012,8,0.81848526
369,2012,9,1.2061577
370,2012,10,0.9126911
371,2012,11,-0.018676758
372,2012,12,-0.6265421
373,2013,1,-0.98604155
374,2013,2,-0.8047061
375,2013,3,-0.49882746
376,2013,4,-0.8413019
377,2013,5,-0.70352745
378,2013,6,0.9428654
379,2013,7,1.258625
380,2013,8,1.5261116
381,2013,9,0.5179024
382,2013,10,0.48584366
383,2013,11,0.7125521
384,2013,12,0.13982677
385,2014,1,-0.01251936
386,2014,2,-0.43498325
387,2014,3,-0.22046995
388,2014,4,0.08907366
389,2014,5,-0.2559805
390,2014,6,0.17273808
391,2014,7,1.3722973
392,2014,8,-0.37706947
393,2014,9,0.14765167
394,2014,10,-0.06517601
395,2014,11,-0.08878422
396,2014,12,-0.620101
397,2015,1,-0.36095667
398,2015,2,-0.2753544
399,2015,3,-0.30707502
400,2015,4,-0.25921392
401,2015,5,0.22719479
402,2015,6,-0.030646324
403,2015,7,-1.0126209
404,2015,8,-0.004228592
405,2015,9,-0.6752796
406,2015,10,-0.66431427
407,2015,11,0.13499355
408,2015,12,0.4007845
409,2016,1,0.25902653
410,2016,2,0.41366625
411,2016,3,0.35707808
412,2016,4,0.49771738
413,2016,5,0.69397926
414,2016,6,0.8169594
415,2016,7,0.15698433
416,2016,8,1.258316
417,2016,9,0.110479355
418,2016,10,0.21095467
419,2016,11,-0.34652138
420,2016,12,0.23341179
421,2017,1,0.91952324
422,2017,2,0.8899417
423,2017,3,0.89017487
424,2017,4,0.696363
425,2017,5,0.7422981
426,2017,6,-0.116010666
427,2017,7,0.7295952
428,2017,8,0.7045994
429,2017,9,0.111206055
430,2017,10,0.027751923
431,2017,11,0.22689247
432,2017,12,-0.23392868
433,2018,1,0.29180908
434,2018,2,-0.20145273
435,2018,3,-0.44612837
436,2018,4,0.24840117
437,2018,5,0.1746645
438,2018,6,0.049944878
439,2018,7,0.3005371
440,2018,8,0.37160492
441,2018,9,-0.12147331
442,2018,10,0.5193634
443,2018,11,0.9579735
444,2018,12,0.6810169
445,2019,1,0.056092262
446,2019,2,0.5239148
447,2019,3,0.88587284
448,2019,4,0.46714067
449,2019,5,1.1988382
450,2019,6,0.56897354
451,2019,7,0.22086906
452,2019,8,0.40014267
